question,iris_answer,correct_answer,context
How can anisotropic probing kernel encode long-range interactions between points of 3D objects ?,"By convolving the 3D volume with an anisotropic probing kernel, the network can capture long-range interactions between points in the 3D object, even when the object is partially occluded or has complex internal structures. The anisotropic probing kernel is capable of encoding these long-range interactions by probing the 3D volume in multiple directions, allowing the network to capture the internal structures of the object","The anisotropic probing kernel is designed specifically to be able to capture long-range interactions between 3D points of the objects. In particular, the kernel is elongated and captures only voxels of the same height and along the probing direction.","We propose two network variations that significantly improve state-of-the-art CNNs on 3D volumetric data.The first network is designed to mitigate overfitting by introducing auxiliary training tasks, which are themselves challenging. These auxiliary tasks encourage the network to predict object class labels from partial subvolumes. Therefore, no additional annotation efforts are needed. The second network is designed to mimic multi-view CNNs, as they are strong in 3D shape classification. Instead of using rendering routines from computer graphics, our network projects a 3D shape to 2D by convolving its 3D volume with an anisotropic probing kernel. This kernel is capable of encoding long-range interactions between points. An image CNN is then appended to classify the 2D projection. Note that the training of the projection module and the image classification module is end-to-end. This emulation of multi-view CNNs achieves similar performance to them, using only standard layers in CNN. Our anistropic probing network is capable of capturing internal structures of objects through its X-ray like projection mechanism. This is an ability not offered by standard rendering. Combined with multi-orientation pooling (introduced below), it is possible for this probing mechanism to capture any 3D structure, due to its relationship with the Radon transform. The two networks proposed above are both sensitive to model orientation. In the subvolume supervision method, different model orientations define different local subvolumes; in the anisotropic probing method, only voxels of the same height and along the probing direction can have interaction in the early feature extraction stage.Thus it is helpful to augment the training data by varying object orientation and combining predictions through orientation pooling."
Wouldn't training on sub-volumes of a 3D object that isn't much representative of the global object affect the learning of the model negatively ?,"No. The local subvolume approach allows the model to focus on specific regions of the object, which can be more informative and challenging than training on the entire object. This design can actually improve the model's performance by exploiting the discriminative power of local regions","The purpose of the auxiliary tasks is twofold:
1. To serve as a regularization mechanism (make learning more challening in order to prevent overfitting and early convergence).
2. Exploit better discriminative power of local regions, which should improve learning and not negatively impact it.","These auxiliary training tasks also predict the same object labels, but the predictions are made solely on a local subvolume of the input.Without complete knowledge of the object, the auxiliary tasks are more challenging, and can thus better exploit the discriminative power of local regions. This design is different from the classic multi-task learning setting of hetergenous auxiliary tasks, which inevitably requires collecting additional annotations (e.g., conducting both object classification and detection [9])."
"The authors claims that the probing mechanism combined with multi-orientation pooling can capture any 3D structure, is this true ?",Yes,"It is true that the probing mechanism has a relationship with the Radon transform, which is an integral transform whose inverse is used to reconstruct images from medical CT scans and other complex 3D structures such as a map of a planet's polar regions (https://mathworld.wolfram.com/RadonTransform.html#:~:text=The%20Radon%20transform%20is%20an,(Roulston%20and%20Muhleman%201997).). Additionally, orientation pooling aggragates information from different orientations, thus carrying only partial information about the object, which makes it robust to different objects and avoids overfitting to the objects from the training dataset.","Both of our new networks are sensitive to shape orientation, i.e., they capture different information at different orientations. To capture a more holistic sense of a 3D object, we add an orientation pooling stage that aggregates information from different orientations. Our anistropic probing network is capable of capturing internal structures of objects through its X-ray like projection mechanism. This is an ability not offered by standard rendering. Combined with multi-orientation pooling (introduced below), it is possible for this probing mechanism to capture any 3D structure, due to its relationship with the Radon transform. From Table 2, first, the two volumetric CNNs we propose, SubvolumeSup and AniProbing networks, both show superior performance, indicating the effectiveness of our design;second, multi-orientation pooling increases performance for all network variations. This is especially significant for the anisotropic probing network, since each orientation usually only carries partial information of the object."
How are 2D multi resolution filter approaches similar to 3D approaches ?,"Sure! Here's the answer to your question based on the provided context:

2D multi-resolution filter approaches are similar to 3D approaches in that they both use multiple scales to capture information","Similar to 2D multi-resolution filtering approaches, the 3D multi-resolution approaches such as this one capture information at multiple scales. The main difference is that the 3D filtering approach respects the distances in 3D.","Although the multi-view CNN presented by [32] produces compelling results, we are able to improve its performance through a multi-resolution extension with improved data augmentation.We introduce multi-resolution 3D filtering to capture information at multiple scales. We perform sphere rendering (see Sec 3) at different volume resolutions. Note that we use spheres for this discretization as they are view-invariant. In particular, this helps regularize out potential noise or irregularities in real-world scanned data (relative to synthetic training data), enabling robust performance on real-world scans. Note that our 3D multi-resolution filtering is different from classical 2D multi-resolution approaches, since the 3D filtering respects the distance in 3D."
Why did the authors chose the ModelNet dataset for evaluating the developed architectures ?,"The authors chose the ModelNet dataset for evaluating the developed architectures because it is a large and diverse dataset of 3D CAD models, with well-annotated data and a training/testing split provided on the website, which allows for fair comparison of different architectures","The authors follow previous works, such as VoxNet [24[, 3DShapeNets [33], and MVCNN [32] that also use ModelNet test set to evaluate their approaches. In order to be able to compare with them and provide more quantitative results, this paper also evaluates on ModelNet's test set. Additionally, as described in Table 1 (paragraph P7), the authors use ModelNet to provide additional evaluations and ablative analyses, which is more suitable to be done on synthetic data than RGB-D data.","We use ModelNet [33] for our training and testing datasets. ModelNet currently contains 127,915 3D CAD models from 662 categories. ModelNet40, a subset including 12,311 models from 40 categories, is well annotated and can be downloaded from the web. The authors also provide a training and testing split on the website, in which there are 9,843 training and 2,468 test models444VoxNet [24] uses the train/test split provided on the website and report average class accuracy on the 2,468 test split. 3DShapeNets [33] and MVCNN [32] use another train/test split comprising the first 80 shapes of each category in the “train” folder (or all shapes if there are fewer than 80) and the first 20 shapes of each category in the “test” folder, respectively.. We use this train/test split for our experiments. We use the same volumetric CNN model, the end-to-end learning verion of 3DShapeNets [33], to train and test on three variations of augmented data (Table 1). Similar trend is observed for other volumetric CNN variations."
Who were the annotators of the new real-world scanning dataset used for real-world reconstruction ?,The annotators were not specified,"The reconstructions are not create by manual annotations. Instead, the authors use publicly-available VoxelHashing framework [25] to obtain dense 3D reconstructions. Additionally, the authors have performed a course, manual segmentation of the object of interest, but this is not related to the reconstruction.","We provide a new real-world scanning dataset benchmark, comprising 243 objects of 12 categories; the geometry is captured with an ASUS Xtion Pro and a dense reconstruction is obtained using the publicly-available VoxelHashing framework [25].For each scan, we have performed a coarse, manual segmentation of the object of interest.In addition, each scan is aligned with the world-up vector.While there are existing datasets captured with commodity range sensors – e.g., [29, 34, 31] – this is the first containing hundreds of annotated models from dense 3D reconstructions.The goal of this dataset is to provide an example of modern real-time 3D reconstructions; i.e., structured representations more complete than a single RGB-D frame but still with many occlusions. This dataset is used as a test set. In addition to providing extensive experiments on 3D CAD model datasets, we also introduce a dataset of real-world 3D data, constructed using dense 3D reconstruction taken with [25]. Experiments show that our networks can better adapt from synthetic data to this real-world data than previous methods."
Why didn't the authors try different methods of data augmentation for 3D objects ?,"The authors did not try different methods of data augmentation for 3D objects because they found that orientation pooling combined with elevation rotation was sufficient to greatly increase performance, compared to only rotating around the vertical axis as done in 3DShapeNets [33]","The authors improve upon previous augmentation strategies and provide analyses to compare each combination of the augmentation strategy (azimuth rotation (AZ), AZ + translation, and AZ + elevation rotation), and conclude that the latter gives the best results. Please note that augmentations on 3D objects are not as trivial as the ones in 2D so providing novel insights w.r.t. data augmentation is quite valuable. I am not sure what would be the possible additional augmentation method in 3D that authors should have tried...","Compared with 2D image datasets, currently available 3D shape datasets are limited in scale and variation. To fully exploit the design of our networks, we augment the training data with different azimuth and elevation rotations.This allows the first network to cover local regions at different orientations, and the second network to relate distant points at different relative angles. Compared to 3DShapeNets [33] which only augments data by rotating around vertical axis, our experiment shows that orientation pooling combined with elevation rotation can greatly increase performance. We use the same volumetric CNN model, the end-to-end learning verion of 3DShapeNets [33], to train and test on three variations of augmented data (Table 1). Similar trend is observed for other volumetric CNN variations."
Why did  the authors didn't use other metrics to evaluate/compare the performance of the architectures ?,"The authors did not use other metrics to evaluate/compare the performance of the architectures because they were focused on object classification, and average instance accuracy is a commonly used and appropriate metric for this task","The authors compare with previous works w.r.t. classification accuracy, in particular the average instance accuracy and average class accuracy. The general issue with introducing novel metrics that haven't been used by prior works is that, first, the motivation for using this metric has to be provided and, second, a significant additional work has to be done in order to evaluate previous works on this new metric.","Intuitively, a volumetric representation should encode as much information, if not more, than its multi-view counterpart. However, experiments indicate that multi-view CNNs produce superior performance in object classification. Fig 2 reports the classification accuracy on the ModelNet40 dataset by state-of-the-art volumetric/multi-view architectures111We train models by replicating the architecture of [33] for volumetric CNNs and [32] for multi-view CNNs. All networks are trained in an end-to-end fashion. All methods are trained/tested on the same split for fair comparison. The reported numbers are average instance accuracy. See Sec 6 for details.. A volumetric CNN based on voxel occupancy (green) is 7.3\% worse than a multi-view CNN (yellow). By default, we report classification accuracy on all models in the test set (average instance accuracy). For comparisons with previous work we also report average class accuracy."
What are the difference and similarities between volumetric representations CNN &  multi-view representations CNN ?,"Volumetric representations CNNs and multi-view representations CNNs have similarities and differences:

Similarities:

* Both can be used to train convolutional neural networks.
* Both can capture 3D shape information.

Differences:

* Volumetric representations encode 3D shapes as 3D tensors of binary or real values, while multi-view representations encode 3D shapes as collections of renderings from multiple viewpoints.
* Multi-view representations capture more detail than volumetric representations.
* Multi-view CNNs have shown superior performance in object classification.

In summary, while both types of representations can be used for object classification, multi-view representations have been shown to be more effective, likely due to the increased detail captured by the multiple viewpoints","The similarities between volumetric and multi-view representation are:
- when stored as tensors, both representations can easily be used to train convolutional neural networks, i.e., volumetric CNNs and multi-view CNNs.
- the multi-view CNN down-samples each rendered view to 227x227 pixels to maintain a similar computational cost, the volumetric CNN uses a 30x30x30 occupancy grid. Note that 30x30x30 is approximately 227x227. Therefore, the implementations have similar computational costs.

On the other hand, there are many differences:
- a volumetric representation should encode as much information, if not more, than its multi-view counterpart (however, experiments indicate that multi-view CNNs produce superior performance in object classification)
- the input to the multi-view CNN captures more detail.
- the volumetric representation encodes a 3D shape as a 3D tensor of binary or real values, while the multi-view representation encodes a 3D shape as a collection of renderings from multiple viewpoints","Two representations of generic 3D shapes are popularly used for object classification, volumetric and multi-view (Fig 1). The volumetric representation encodes a 3D shape as a 3D tensor of binary or real values. The multi-view representation encodes a 3D shape as a collection of renderings from multiple viewpoints. Stored as tensors, both representations can easily be used to train convolutional neural networks, i.e., volumetric CNNs and multi-view CNNs. Intuitively, a volumetric representation should encode as much information, if not more, than its multi-view counterpart. However, experiments indicate that multi-view CNNs produce superior performance in object classification. Fig 2 reports the classification accuracy on the ModelNet40 dataset by state-of-the-art volumetric/multi-view architectures111We train models by replicating the architecture of [33] for volumetric CNNs and [32] for multi-view CNNs. All networks are trained in an end-to-end fashion. All methods are trained/tested on the same split for fair comparison. The reported numbers are average instance accuracy. See Sec 6 for details.. A volumetric CNN based on voxel occupancy (green) is 7.3\% worse than a multi-view CNN (yellow). We investigate this performance gap in order to ascertain how to improve volumetric CNNs. The gap seems to be caused by two factors: input resolution and network architecture differences. The multi-view CNN down-samples each rendered view to 227\times 227 pixels (Multi-view Standard Rendering in Fig 1); to maintain a similar computational cost, the volumetric CNN uses a 30\times 30\times 30 occupancy grid (Volumetric Occupancy Grid in Fig 1)222Note that 30\times 30\times 30\approx 227\times 227.. As shown in Fig 1, the input to the multi-view CNN captures more detail."
What is the reasons that made the authors choose the 3D data from CAD model & RGB-D sensors ?,"The authors chose 3D data from CAD models and RGB-D sensors because they provide a more complete and structured representation of real-world scenes than single RGB-D frames, but still with many occlusions, which is the goal of the dataset","The authors choose CAD models and RGB-D data for several reasons. First, to demonstrate that, while learning only the synthetic CAD models they are still able to generalize to real-world RGB-D reconstructions. Second, the RGB-D dataset is exclusively proposed in this paper, and it is purposely difficult (contains occlusions and reconstruction noise). Third, by using multiple sources of data, they demonstrate that the model is robust to different data types.","We provide a new real-world scanning dataset benchmark, comprising 243 objects of 12 categories; the geometry is captured with an ASUS Xtion Pro and a dense reconstruction is obtained using the publicly-available VoxelHashing framework [25].For each scan, we have performed a coarse, manual segmentation of the object of interest.In addition, each scan is aligned with the world-up vector.While there are existing datasets captured with commodity range sensors – e.g., [29, 34, 31] – this is the first containing hundreds of annotated models from dense 3D reconstructions.The goal of this dataset is to provide an example of modern real-time 3D reconstructions; i.e., structured representations more complete than a single RGB-D frame but still with many occlusions. This dataset is used as a test set. In addition to providing extensive experiments on 3D CAD model datasets, we also introduce a dataset of real-world 3D data, constructed using dense 3D reconstruction taken with [25]. Experiments show that our networks can better adapt from synthetic data to this real-world data than previous methods. Wu et al. [33] lift 2.5D to 3D with their 3DShapeNets approach by categorizing each voxel as free space, surface or occluded, depending on whether it is in front of, on, or behind the visible surface (i.e., the depthvalue) from the depth map.The resulting representation is a 3D binary voxel grid, which is the input to a CNN with 3D filter banks.Their method is particularly relevant in the context of this work, as they are the first to apply CNNs on a 3D representation.A similar approach is VoxNet [24], which also uses binary voxel grids and a corresponding 3D CNN architecture.The advantage of these approaches is that it can process different sources of 3D data, including LiDAR point clouds, RGB-D point clouds, and CAD models; we likewise follow this direction."
Why was the model trained with synthetic data rather than reel 3D data directly?,"Sure! Here's the answer to the question based on the provided context:

To facilitate better adaptation from synthetic data to real-world data","The authors train on synthetic data for several reasons. Based on the evidential paragraph P0, one of the reasons is that the proposed method can better adapt from synthetic to real data than previous methods. Other than the evidential information, it is easier to collect a large amount of synthetic data compared to real data, especially for training purposes.","In addition to providing extensive experiments on 3D CAD model datasets, we also introduce a dataset of real-world 3D data, constructed using dense 3D reconstruction taken with [25]. Experiments show that our networks can better adapt from synthetic data to this real-world data than previous methods."
"What does ""2.5D data"" means ?","""2.5D data"" refers to data that has two dimensions (like a 2D image) but also includes a third dimension (depth) that is not fully captured, such as a depth map or a point cloud with limited range","2.5D data is 2D information (image plane) plus the information about the relative depths of points, i.e., voxels - whether the points are behind or in front of the visible surface.","Wu et al. [33] lift 2.5D to 3D with their 3DShapeNets approach by categorizing each voxel as free space, surface or occluded, depending on whether it is in front of, on, or behind the visible surface (i.e., the depthvalue) from the depth map.The resulting representation is a 3D binary voxel grid, which is the input to a CNN with 3D filter banks.Their method is particularly relevant in the context of this work, as they are the first to apply CNNs on a 3D representation.A similar approach is VoxNet [24], which also uses binary voxel grids and a corresponding 3D CNN architecture.The advantage of these approaches is that it can process different sources of 3D data, including LiDAR point clouds, RGB-D point clouds, and CAD models; we likewise follow this direction."
Is there a reason of not realizing pre-processing techniques to the real data to remove noise before the training ?,"No.

The authors do not apply pre-processing techniques to the real data before training because they want to assess the performance of the volumetric CNNs and multi-view CNNs on real-world reconstructions, including the noise and irregularities present in the real data. By using real data and not pre-processing it, the authors can evaluate the robustness of their methods and the ability of the networks to handle real-world data","The reason is that, in the real data, it will not always be possible to do the pre-processing steps, especially if they require tedious manual noise removal which cannot be completely done automatically. Thus, by using the noisy dataset, the authors demonstrate that their model is robust to real-world noise and occlusions.","Although the multi-view CNN presented by [32] produces compelling results, we are able to improve its performance through a multi-resolution extension with improved data augmentation.We introduce multi-resolution 3D filtering to capture information at multiple scales. We perform sphere rendering (see Sec 3) at different volume resolutions. Note that we use spheres for this discretization as they are view-invariant. In particular, this helps regularize out potential noise or irregularities in real-world scanned data (relative to synthetic training data), enabling robust performance on real-world scans. Note that our 3D multi-resolution filtering is different from classical 2D multi-resolution approaches, since the 3D filtering respects the distance in 3D. We further assess the performance of volumetric CNNs and multi-view CNNs on real-world reconstructions in Table 4. All methods are trained on CAD models in ModelNet40 but tested on real data, which may be highly partial, noisy, or oversmoothed (Fig 6).Our networks continue to outperform state-of-the-art results. In particular, our 3D multi-resolution filtering is quite effective on real-world data, possibly because the low 3D resolution component filters out spurious and noisy micro-structures. Example results for object retrieval can be found in supplementary."
"What does ""anisotropic probing kernel"" means ?","An anisotropic probing kernel is a type of neural network kernel that is elongated in certain directions, allowing it to capture long-range interactions in the input data",The anisotropic probing kernels can be seen as a special type of convolutional layer. These kernels are elongated in 3D and can thus encode long-range interactions between the points. They are an alternative to using standard computer graphics rendering. Using anisotropic probing kernels helps to capture the global structure of the 3D volume.,"We propose two network variations that significantly improve state-of-the-art CNNs on 3D volumetric data.The first network is designed to mitigate overfitting by introducing auxiliary training tasks, which are themselves challenging. These auxiliary tasks encourage the network to predict object class labels from partial subvolumes. Therefore, no additional annotation efforts are needed. The second network is designed to mimic multi-view CNNs, as they are strong in 3D shape classification. Instead of using rendering routines from computer graphics, our network projects a 3D shape to 2D by convolving its 3D volume with an anisotropic probing kernel. This kernel is capable of encoding long-range interactions between points. An image CNN is then appended to classify the 2D projection. Note that the training of the projection module and the image classification module is end-to-end. This emulation of multi-view CNNs achieves similar performance to them, using only standard layers in CNN. Key to this network is the use of an elongated anisotropic kernel which helps capture the global structure of the 3D volume.As illustrated in Fig 4, the neural network has two modules: an anisotropic probing module and a network in network module.The anisotropic probing module contains three convolutional layers of elongated kernels, each followed by a nonlinear ReLU layer.Note that both the input and output of each layer are 3D tensors. In contrast to traditional isotropic kernels, an anisotropic probing module has the advantage of aggregating long-range interactions in the early feature learning stage with fewer parameters. As a comparison, with traditional neural networks constructed from isotropic kernels, introducing long-range interactions at an early stage can only be achieved through large kernels, which inevitably introduce many more parameters.After anisotropic probing, we use an adapted NIN network [23] to address the classification problem. Our anistropic probing network is capable of capturing internal structures of objects through its X-ray like projection mechanism. This is an ability not offered by standard rendering. Combined with multi-orientation pooling (introduced below), it is possible for this probing mechanism to capture any 3D structure, due to its relationship with the Radon transform. The two networks proposed above are both sensitive to model orientation. In the subvolume supervision method, different model orientations define different local subvolumes; in the anisotropic probing method, only voxels of the same height and along the probing direction can have interaction in the early feature extraction stage.Thus it is helpful to augment the training data by varying object orientation and combining predictions through orientation pooling. From Table 2, first, the two volumetric CNNs we propose, SubvolumeSup and AniProbing networks, both show superior performance, indicating the effectiveness of our design;second, multi-orientation pooling increases performance for all network variations. This is especially significant for the anisotropic probing network, since each orientation usually only carries partial information of the object."
Why did the authors choose a format of the 3D input as 30x30x30 ?,To maintain a similar computational cost,"The volumetric representation is costly - in order to keep the same computational cost as multi-view representation of 227x227, the volumetric representation can only have 30x30x30 resolution. Probably using higher resolution in both cases causes other issues.","We investigate this performance gap in order to ascertain how to improve volumetric CNNs. The gap seems to be caused by two factors: input resolution and network architecture differences. The multi-view CNN down-samples each rendered view to 227\times 227 pixels (Multi-view Standard Rendering in Fig 1); to maintain a similar computational cost, the volumetric CNN uses a 30\times 30\times 30 occupancy grid (Volumetric Occupancy Grid in Fig 1)222Note that 30\times 30\times 30\approx 227\times 227.. As shown in Fig 1, the input to the multi-view CNN captures more detail."
"Is it true, as the authors suggest, that a neural network's depth is essential to its success?",Yes,"As mentioned in many paragraphs, network depth is essential for expressing more complex functions, which is also essential for success.","Many recent empirical breakthroughs in supervised machine learning have been achieved through large and deep neural networks. Network depth (the number of successive computational layers) has played perhaps the most important role in these successes. For instance, within just a few years, the top-5 image classification accuracy on the 1000-class ImageNet dataset has increased from \sim84% [1] to \sim95% [2, 3] using deeper networks with rather small receptive fields [4, 5].Other results on practical machine learning problems have also underscored the superiority of deeper networks [6] in terms of accuracy and/or performance. We see a different picture for the CIFAR-100 dataset (right) with performance degrading noticeably when removing any of the first \approx 40 layers.This suggests that for complex problems a highway network can learn to utilize all of its layers, while for simpler problems like MNIST it will keep many of the unneeded layers idle. Such behavior is desirable for deep networks in general, but appears difficult to obtain using plain networks. Our primary contribution is to show that extremely deep highway networks can be trained directly using stochastic gradient descent (SGD), in contrast to plain networks which become hard to optimize as depth increases (Section 3.1).Deep networks with limited computational budget (for which a two-stage training procedure mentioned above was recently proposed [25]) can also be directly trained in a single stage when converted to highway networks. Their ease of training is supported by experimental results demonstrating that highway networks also generalize well to unseen data."
"What does ""information highways"" mean ?","Information highways refer to the pathways in a network that allow for easy flow of information across many layers, inspired by Long Short Term Memory (LSTM) recurrent networks",'information highways' means that some information is not lost while passing through the layer.,"The last column of Figure 2 displays the block outputs and visualizes the concept of “information highways”.Most of the outputs stay constant over many layers forming a pattern of stripes.Most of the change in outputs happens in the early layers (\approx 15 for MNIST and \approx 40 for CIFAR-100). To overcome this, we take inspiration from Long Short Term Memory (LSTM) recurrent networks [29, 30]. We propose to modify the architecture of very deep feedforward networks such that information flow across layers becomes much easier. This is accomplished through an LSTM-inspired adaptive gating mechanism that allows for computation paths along which information can flow across many layers without attenuation. We call such paths information highways. They yield highway networks, as opposed to traditional ‘plain’ networks.111This paper expands upon a shorter report on Highway Networks [31]. More recently, a similar LSTM-inspired model was also proposed [32]."
What makes the extremely deep architectures important to study ?,"The ability to represent certain function classes far more efficiently than shallow networks, as demonstrated by the n bit parity problem example","Deep architecture has made a lot of research and breakthroughs with this deep architecture, making it important that it can express many kinds of functions.","Many recent empirical breakthroughs in supervised machine learning have been achieved through large and deep neural networks. Network depth (the number of successive computational layers) has played perhaps the most important role in these successes. For instance, within just a few years, the top-5 image classification accuracy on the 1000-class ImageNet dataset has increased from \sim84% [1] to \sim95% [2, 3] using deeper networks with rather small receptive fields [4, 5].Other results on practical machine learning problems have also underscored the superiority of deeper networks [6] in terms of accuracy and/or performance. In fact, deep networks can represent certain function classes far more efficiently than shallow ones. This is perhaps most obvious for recurrent nets, the deepest of them all. For example, the n bit parity problem can in principle be learned by a large feedforward net with n binary input units, 1 output unit, and a single but large hidden layer. But the natural solution for arbitrary n is a recurrent net with only 3 units and 5 weights, reading the input bit string one bit at a time, making a single recurrent hidden unit flip its state whenever a new 1 is observed [7].Related observations hold for Boolean circuits [8, 9] and modern neural networks [10, 11, 12]."
"The authors claims that the LSTM networks systems allow the flow of information across many layers without attenuation, is that true?",Yes,"Inspired by LSTM, the authors designed an information highway that adaptively passes information back, which is effective when there are many layers, so LSTM is also effective for many layers.","The last column of Figure 2 displays the block outputs and visualizes the concept of “information highways”.Most of the outputs stay constant over many layers forming a pattern of stripes.Most of the change in outputs happens in the early layers (\approx 15 for MNIST and \approx 40 for CIFAR-100). To overcome this, we take inspiration from Long Short Term Memory (LSTM) recurrent networks [29, 30]. We propose to modify the architecture of very deep feedforward networks such that information flow across layers becomes much easier. This is accomplished through an LSTM-inspired adaptive gating mechanism that allows for computation paths along which information can flow across many layers without attenuation. We call such paths information highways. They yield highway networks, as opposed to traditional ‘plain’ networks.111This paper expands upon a shorter report on Highway Networks [31]. More recently, a similar LSTM-inspired model was also proposed [32]."
What are the difference between plain networks and deep highway networks ?,"Deep highway networks have the ability to smoothly vary their behavior between that of a layer that simply passes its inputs through and a layer that performs a complex computation, whereas plain networks have a fixed behavior. This allows deep highway networks to avoid the degradation in performance that is typically seen in deep plain networks. Additionally, deep highway networks can be trained more easily and with a lower computational budget than plain networks, and they generalize well to unseen data","A highway network is a layer that uses an information highway layer, and a plain network is a general layer. In highway networks, increasing layer depth does not affect performance, but in plain networks, it can. One layer of the plain network is made up of normal computation units, whereas the highway network is made up of block units.","Thus, depending on the output of the transform gates, a highway layer can smoothly vary its behavior between that of H and that of a layer which simply passes its inputs through. Just as a plain layer consists of multiple computing units such that the i^{th} unit computes y_{i}=H_{i}(\mathbf{x}), a highway network consists of multiple blocks such that the i^{th} block computes a block state H_{i}(\mathbf{x}) and transform gate output T_{i}(\mathbf{x}). Finally, it produces the block output y_{i}=H_{i}(\mathbf{x})*T_{i}(\mathbf{x})+x_{i}*(1-T_{i}(\mathbf{x})), which is connected to the next layer.222Our pilot experiments on training very deep networks were successful with a more complex block design closely resembling an LSTM block “unrolled in time”. Here we report results only for a much simplified form. To support the hypothesis that highway networks do not suffer from increasing depth, we conducted a series of rigorous optimization experiments, comparing them to plain networks with normalized initialization [16, 17]. The training curves for the best performing networks for each depth are shown in Figure 1. As expected, 10 and 20-layer plain networks exhibit very good performance (mean loss <1e^{-4}), which significantly degrades as depth increases, even though network capacity increases.Highway networks do not suffer from an increase in depth, and 50/100 layer highway networks perform similar to 10/20 layer networks. The 100-layer highway network performed more than 2 orders of magnitude better compared to a similarly-sized plain network.It was also observed that highway networks consistently converged significantly faster than plain ones. A possible objection is that many layers might remain unused if the transform gates stay closed. Our experiments show that this possibility does not affect networks adversely—deep and narrow highway networks can match/exceed the accuracy of wide and shallow maxout networks, which would not be possible if layers did not perform useful computations. Additionally, we can exploit the structure of highways to directly evaluate the contribution of each layer as shown in Figure 4. For the first time, highway networks allow us to examine how much computation depth is needed for a given problem, which can not be easily done with plain networks. Our primary contribution is to show that extremely deep highway networks can be trained directly using stochastic gradient descent (SGD), in contrast to plain networks which become hard to optimize as depth increases (Section 3.1).Deep networks with limited computational budget (for which a two-stage training procedure mentioned above was recently proposed [25]) can also be directly trained in a single stage when converted to highway networks. Their ease of training is supported by experimental results demonstrating that highway networks also generalize well to unseen data."
Why is the carry gate C can be expressed in function of the transform gate T with C = 1 - T ?,"Sure! Here's the answer to the question based on the given context:

C = 1 - T

This is because the carry gate C can be expressed as the difference between 1 and the transform gate T, which means that C represents the amount of output that is not transformed from the input","By defining C = 1-T, the authors made it automatically learn how much information to change or leave as is.","We refer to T as the transform gate and C as the carry gate, since they express how much of the output is produced by transforming the input and carrying it, respectively. For simplicity, in this paper we set C=1-T, giving"
"From the left graph of Figure 1, we observe that even the deepest highway network has same/worse performance than the plain network, so what are the benefits of using the highway networks with deeper layers ?","Dynamic routing and utilization of all layers.

Despite the deepest highway network having the same/worse performance as the plain network in the left graph of Figure 1, the benefits of using highway networks with deeper layers lie in their ability to dynamically route and utilize all layers, as observed in the mean transform gate activity and single example transform gate outputs in Figure 2. This allows the network to learn a more efficient use of its layers for each input, leading to better generalization and performance on unseen data","Although highway networks do not perform well at best, they do not break down significantly when stacked deeply. Also, there is freedom in setting the number of depths, and it can be learned well with vanilla SGD. In addition, meaningful outputs come out from all layers and information can be handed over dynamically.","The training curves for the best performing networks for each depth are shown in Figure 1. As expected, 10 and 20-layer plain networks exhibit very good performance (mean loss <1e^{-4}), which significantly degrades as depth increases, even though network capacity increases.Highway networks do not suffer from an increase in depth, and 50/100 layer highway networks perform similar to 10/20 layer networks. The 100-layer highway network performed more than 2 orders of magnitude better compared to a similarly-sized plain network.It was also observed that highway networks consistently converged significantly faster than plain ones. One possible advantage of the highway architecture over hard-wired shortcut connections is that the network can learn to dynamically adjust the routing of the information based on the current input.This begs the question: does this behaviour manifest itself in trained networks or do they just learn a static routing that applies to all inputs similarly.A partial answer can be found by looking at the mean transform gate activity (second column) and the single example transform gate outputs (third column) in Figure 2.Especially for the CIFAR-100 case, most transform gates are active on average, while they show very selective activity for the single example.This implies that for each sample only a few blocks perform transformation but different blocks are utilized by different samples. We see a different picture for the CIFAR-100 dataset (right) with performance degrading noticeably when removing any of the first \approx 40 layers.This suggests that for complex problems a highway network can learn to utilize all of its layers, while for simpler problems like MNIST it will keep many of the unneeded layers idle. Such behavior is desirable for deep networks in general, but appears difficult to obtain using plain networks. Very deep highway networks, on the other hand, can directly be trained with simple gradient descent methods due to their specific architecture. This property does not rely on specific non-linear transformations, which may be complex convolutional or recurrent transforms, and derivation of a suitable initialization scheme is not essential.The additional parameters required by the gating mechanism help in routing information through the use of multiplicative connections, responding differently to different inputs, unlike fixed “skip” connections. A possible objection is that many layers might remain unused if the transform gates stay closed. Our experiments show that this possibility does not affect networks adversely—deep and narrow highway networks can match/exceed the accuracy of wide and shallow maxout networks, which would not be possible if layers did not perform useful computations. Additionally, we can exploit the structure of highways to directly evaluate the contribution of each layer as shown in Figure 4. For the first time, highway networks allow us to examine how much computation depth is needed for a given problem, which can not be easily done with plain networks. Our primary contribution is to show that extremely deep highway networks can be trained directly using stochastic gradient descent (SGD), in contrast to plain networks which become hard to optimize as depth increases (Section 3.1).Deep networks with limited computational budget (for which a two-stage training procedure mentioned above was recently proposed [25]) can also be directly trained in a single stage when converted to highway networks. Their ease of training is supported by experimental results demonstrating that highway networks also generalize well to unseen data."
