question,iris_answer,correct_answer,context
What are the layers of the Model SRCNN?,"Patch extraction/representation, non-linear mapping, and reconstruction","SRCNN has three layers in the following order: patch extraction/representation, non-linear mapping, and reconstruction.","ModelSRCNN consists of three layers: patch extraction/representation, non-linear mapping and reconstruction. Filters of spatial sizes 9\times 9, 1\times 1, and 5\times 5 were used respectively."
What is the difference between the learning rate of the SRCNN and the learning rate of the proposed model?,The proposed model has a higher learning rate than SRCNN,"Not only does SRCNN uses different learning rates for its layers, while the proposed model uses the same learning rate for all of its layers, but the proposed model's initial learning rate is also 10000 times greater than SRCNN's.","In addition to the aforementioned issues, there are some minor differences. Our output image has the same size as the input image by padding zeros every layer during training whereas output from SRCNN is smaller than the input. Finally, we simply use the same learning rates for all layers while SRCNN uses different learning rates for different layers in order to achieve stable convergence. Convergence We suggest a way to speed-up the training: residual-learning CNN and extremely high learning rates. As LR image and HR image share the same information to a large extent, explicitly modelling the residual image, which is the difference between HR and LR images, is advantageous. We propose a network structure for efficient learning when input and output are highly correlated. Moreover, our initial learning rate is 10^{4} times higher than that of SRCNN [6]. This is enabled by residual-learning and gradient clipping."
What are the reasons of using residual learning ?,To address the vanishing/exploding gradients problem in deep neural networks and to improve the training speed and performance,"Residual learning solves the vanishing/exploding gradients problem, allowing for the model to converge faster and perform better.","Residual-Learning In SRCNN, the exact copy of the input has to go through all layers until it reaches the output layer. With many weight layers, this becomes an end-to-end relation requiring very long-term memory. For this reason, the vanishing/exploding gradients problem [2] can be critical. We can solve this problem simply with residual-learning. Second, we show that our residual-learning network converges much faster than the standard CNN. Moreover, our network gives a significant boost in performance. First, we find that this residual network converges much faster. Two networks are compared experimentally: the residual network and the standard non-residual network. We use depth 10 (weight layers) and scale factor 2. Performance curves for various learning rates are shown in Figure 4. All use the same learning rate scheduling mechanism that has been mentioned above. Second, at convergence, the residual network shows superior performance. In Figure 4, residual networks give higher PSNR when training is done. Another remark is that if small learning rates are used, networks do not converge in the given number of epochs. If initial learning rate 0.1 is used, PSNR of a residual-learning network reaches 36.90 within 10 epochs. But if 0.001 is used instead, the network never reaches the same level of performance (its performance is 36.52 after 80 epochs). In a similar manner, residual and non-residual networks show dramatic performance gaps after 10 epochs (36.90 vs. 27.42 for rate 0.1)."
How the loss was calculated in the proposed model ?,The loss was calculated as the Euclidean distance between the reconstructed image (the sum of network input and output) and ground truth,The loss is calculated as the Euclidean distance between the reconstructed image and the ground truth image.,"As the input and output images are largely similar, we define a residual image {\bf r}={\bf y}-{\bf x}, where most values are likely to be zero or small. We want to predict this residual image. The loss function now becomes \frac{1}{2}||\mathbf{r}-f(\mathbf{x})||^{2}, where f(\bf{x}) is the network prediction. In networks, this is reflected in the loss layer as follows.Our loss layer takes three inputs: residual estimate, network input (ILR image) and ground truth HR image. The loss is computed as the Euclidean distance between the reconstructed image (the sum of network input and output) and ground truth."
What was the momentum value used?,0.9,Momentum was set to 0.9.,"Training is carried out by optimizing the regression objective using mini-batch gradient descent based on back-propagation (LeCun et al. [14]). We set the momentum parameter to 0.9. The training is regularized by weight decay (L_{2} penalty multiplied by0.0001). We provide parameters used to train our final model. We use a network of depth 20. Training uses batches of size 64. Momentum and weight decay parameters are set to 0.9 and 0.0001, respectively."
What is gradient clipping?,"Sure! Here's my answer:

Gradient clipping is a technique used in training recurrent neural networks to limit the magnitude of gradients during optimization, helping to prevent exploding gradients and improve training stability",Gradient clipping is a technique often used in training RNNs that alters hyperparameters such that the gradients are always within a certain range.,"Adjustable Gradient ClippingGradient clipping is a technique that is often used in training recurrent neural networks [17]. But, to our knowledge, its usage is limited in training CNNs. While there exist many ways to limit gradients, one of the common strategies is to clip individual gradients to the predefined range[-\theta,\theta]. With clipping, gradients are in a certain range. With stochastic gradient descent commonly used for training, learning rate is multiplied to adjust the step size. If high learning rate is used, it is likely that \theta is tuned to be small to avoid exploding gradients in a high learning rate regime. But as learning rate is annealed to get smaller, the effective gradient (gradient multiplied by learning rate) approaches zero and training can take exponentially many iterations to converge if learning rate is decreased geometrically."
Compare the training time of the proposed network to the SRCNN ?,"Our 20-layer network trains significantly faster than SRCNN, taking only 4 hours compared to several days for SRCNN",The proposed method is much faster than SRCNN by a scale of 10 or more.,"For maximal speed of convergence, we clip the gradients to [-\frac{\theta}{\gamma},\frac{\theta}{\gamma}], where \gamma denotes the current learning rate. We find the adjustable gradient clipping makes our convergence procedure extremely fast. Our 20-layer network training is done within 4 hours whereas 3-layer SRCNN takes several days to train. We provide quantitative and qualitative comparisons. Compared methods are A+ [22], RFL[18], SelfEx [11] and SRCNN [5]. In Table 3, we provide a summary of quantitative evaluation on several datasets. Our methods outperform all previous methods in these datasets. Moreover, our methods are relatively fast. The public code of SRCNN based on a CPU implementation is slower than the code used by Dong et. al [6] in their paper based on a GPU implementation."
What was the goal behind train a multi-scale model ?,To reduce the number of parameters in the model,"Single-scale models can only be used for one scale, so a new model must be trained for new scales. However, this would take too long, so a multi-scale model that uses the same parameters no matter the scale would reduce model capacity and make training more efficient.","Scale As in most existing SR methods, SRCNN is trained for a single scale factor and is supposed to work only with the specified scale. Thus, if a new scale is on demand, a new model has to be trained. To cope with multiple scale SR (possibly including fractional factors), we need to construct individual single scale SR system for each scale of interest. However, preparing many individual machines for all possible scenarios to cope with multiple scales is inefficient and impractical.In this work, we design and train a single network to handle multiple scale SR problem efficiently. This turns out to work very well. Our single machine is compared favorably to a single-scale expert for the given sub-task. For three scales factors (×2,3,4\times 2,3,4× 2 , 3 , 4), we can reduce the number of parameters by three-fold. For this reason, we also train a multi-scale model. With this approach, parameters are shared across all predefined scale factors. Training a multi-scale model is straightforward. Training datasets for several specified scales are combined into one big dataset. Third, we show that our method with a single network performs as well as a method using multiple networks trained for each scale. We can effectively reduce model capacity (the number of parameters) of multi-network approaches. Scale Factor We propose a single-model SR approach. Scales are typically user-specified and can be arbitrary including fractions. For example, one might need smooth zoom-in in an image viewer or resizing to a specific dimension. Training and storing many scale-dependent models in preparation for all possible scenarios is impractical. We find a single convolutional network is sufficient for multi-scale-factor super-resolution."
Difference between data preparation for the proposed model and the SRCNN?,"The proposed model's data preparation is similar to SRCNN, but with a fixed input patch size equal to the receptive field size and no overlap between sub-images","The proposed model's input size is the same as the receptive field size, and images were divided with no overlap.","Data preparation is similar to SRCNN [5] with some differences. Input patch size is now equal to the size of the receptive field and images are divided into sub-images with no overlap. A mini-batch consists of 64 sub-images, where sub-images from different scales can be in the same batch."
What are the main three properties of the model studied in this paper?,"1. Large depth is necessary for the task of super-resolution.
2. Our method with a single network performs as well as a method using multiple networks trained for each scale, while reducing model capacity.
3. Our residual-learning network converges much faster than the standard CNN and gives a significant boost in performance","They study the deepness of their model, the multi-scale property and how well it performs, and residual learning for faster convergence.","In this section, we study three properties of our proposed method. First, we show that large depth is necessary for the task of SR. A very deep network utilizes more contextual information in an image and models complex functions with many nonlinear layers. We experimentally verify that deeper networks give better performances than shallow ones. Third, we show that our method with a single network performs as well as a method using multiple networks trained for each scale. We can effectively reduce model capacity (the number of parameters) of multi-network approaches. Second, we show that our residual-learning network converges much faster than the standard CNN. Moreover, our network gives a significant boost in performance."
How did the authors imporved the accuarcy by making the model deeper but decreased the training time simultaneously?,"By using residual learning and extremely high learning rates, the authors were able to optimize a very deep network fast, improving accuracy while decreasing training time",They changed the model architecture to multi-scale to reduce model capacity and used residual learning with high learning rates to increase training speed.,"Second, we show that our residual-learning network converges much faster than the standard CNN. Moreover, our network gives a significant boost in performance. Third, we show that our method with a single network performs as well as a method using multiple networks trained for each scale. We can effectively reduce model capacity (the number of parameters) of multi-network approaches. In this work, we have presented a super-resolution method using very deep networks. Training a very deep network is hard due to a slow convergence rate. We use residual-learning and extremely high learning rates to optimize a very deep network fast. Convergence speed is maximized and we use gradient clipping to ensure the training stability. We have demonstrated that our method outperforms the existing method by a large margin on benchmarked images. We believe our approach is readily applicable to other image restoration problems such as denoising and compression artifact removal."
What is the key difference between inductive and transductive learning?,"Inductive learning involves training a model on a new task using a pre-trained model, while transductive learning involves fine-tuning a pre-trained model on a new task. In other words, inductive learning involves learning a new task from scratch, while transductive learning involves adapting a pre-trained model to a new task","General inductive transfer learning is, given a static source task and any target task where the source task and target task are not equal, to improve the performance of the target task. This occurs by fine-tuning a model that has been pretrained on other datasets. What transductive transfer learning is and the difference between transductive and inductive transfer learning cannot be answered from this paper.","Inductive transfer learning has had a large impact on computer vision (CV). Applied CV models (including object detection, classification, and segmentation) are rarely trained from scratch, but instead are fine-tuned from models that have been pretrained on ImageNet, MS-COCO, and other datasets Sharif Razavian et al. (2014); Long et al. (2015a); He et al. (2016); Huang et al. (2017). We are interested in the most general inductive transfer learning setting for NLP Pan and Yang (2010): Given a static source task \mathcal{T}_{S} and any target task \mathcal{T}_{T} with \mathcal{T}_{S}\neq\mathcal{T}_{T}, we would like to improve performance on \mathcal{T}_{T}. Language modeling can be seen as the ideal source task and a counterpart of ImageNet for NLP: It captures many facets of language relevant for downstream tasks, such as long-term dependencies Linzen et al. (2016), hierarchical relations Gulordava et al. (2018), and sentiment Radford et al. (2017). In contrast to tasks like MT McCann et al. (2017) and entailment Conneau et al. (2017), it provides data in near-unlimited quantities for most domains and languages. Additionally, a pretrained LM can be easily adapted to the idiosyncrasies of a target task, which we show significantly improves performance (see Section 5). Moreover, language modeling already is a key component of existing tasks such as MT and dialogue modeling. Formally, language modeling induces a hypothesis space \mathcal{H} that should be useful for many other NLP tasks Vapnik and Kotz (1982); Baxter (2000). While Deep Learning models have achieved state-of-the-art on many NLP tasks, these models are trained from scratch, requiring large datasets, and days to converge. Research in NLP focused mostly on transductive transfer Blitzer et al. (2007). For inductive transfer, fine-tuning pretrained word embeddings Mikolov et al. (2013), a simple transfer technique that only targets a model’s first layer, has had a large impact in practice and is used in most state-of-the-art models. Recent approaches that concatenate embeddings derived from other tasks with the input at different layers Peters et al. (2017); McCann et al. (2017); Peters et al. (2018) still train the main task model from scratch and treat pretrained embeddings as fixed parameters, limiting their usefulness."
What is catastrophic forgetting?,"Catastrophic forgetting refers to the phenomenon where a model, after being fine-tuned on a small dataset, forgets the knowledge it previously learned during pretraining, resulting in poor performance on both the original and fine-tuning tasks",Catastrophic forgetting involved increasing error as a model start to overfit and knowledge captured through pretraining is lost.,"Fine-tuning the target classifier is the most critical part of the transfer learning method. Overly aggressive fine-tuning will cause catastrophic forgetting, eliminating the benefit of the information captured through language modeling; too cautious fine-tuning will lead to slow convergence (and resultant overfitting). Besides discriminative fine-tuning and triangular learning rates, we propose gradual unfreezing for fine-tuning the classifier. We show that not the idea of LM fine-tuning but our lack of knowledge of how to train them effectively has been hindering wider adoption. LMs overfit to small datasets and suffered catastrophic forgetting when fine-tuned with a classifier. Compared to CV, NLP models are typically more shallow and thus require different fine-tuning methods. On all datasets, fine-tuning the full model leads to the lowest error comparatively early in training, e.g. already after the first epoch on IMDb. The error then increases as the model starts to overfit and knowledge captured through pretraining is lost. In contrast, ULMFiT is more stable and suffers from no such catastrophic forgetting; performance remains similar or improves until late epochs, which shows the positive effect of the learning rate schedule."
"What does ""MT domains"" mean? ",Machine Translation (MT) domains,MT stands for Machine Translation.,"Hypercolumns In NLP, only recently have methods been proposed that go beyond transferring word embeddings. The prevailing approach is to pretrain embeddings that capture additional context via other tasks. Embeddings at different levels are then used as features, concatenated either with the word embeddings or with the inputs at intermediate layers. This method is known as hypercolumns (Hariharan et al., 2015) in CV2 and is used by Peters et al. (2017), Peters et al. (2018), Wieting and Gimpel (2017), Conneau et al. (2017), and McCann et al. (2017) who use language modeling, paraphrasing, entailment, and Machine Translation (MT) respectively for pretraining. Specifically, Peters et al. (2018) require engineered custom architectures, while we show state-of-the-art performance with the same basic architecture across a range of tasks. In CV, hypercolumns have been nearly entirely superseded by end-to-end fine-tuning (Long et al., 2015a)."
What metrics are used to compare the performance of ULMFiT against existing approaches?,Error rates,"For consistency, the authors reported all results as error rates where lower is better.","In order to assess the impact of each contribution, we perform a series of analyses and ablations. We run experiments on three corpora, IMDb, TREC-6, and AG that are representative of different tasks, genres, and sizes. For all experiments, we split off 10\% of the training set and report error rates on this validation set with unidirectional LMs. We fine-tune the classifier for 50 epochs and train all methods but ULMFiT with early stopping. Our contributions are the following: 1) We propose Universal Language Model Fine-tuning (ULMFiT), a method that can be used to achieve CV-like transfer learning for any task for NLP. 2) We propose discriminative fine-tuning, slanted triangular learning rates, and gradual unfreezing, novel techniques to retain previous knowledge and avoid catastrophic forgetting during fine-tuning. 3) We significantly outperform the state-of-the-art on six representative text classification datasets, with an error reduction of 18-24% on the majority of datasets. 4) We show that our method enables extremely sample-efficient transfer learning and perform an extensive ablation analysis. 5) We make the pretrained models and our code available to enable wider adoption. For consistency, we report all results as error rates (lower is better). We show the test error rates on the IMDb and TREC-6 datasets used by McCann et al. (2017) in Table 2. Our method outperforms both CoVe, a state-of-the-art transfer learning method based on hypercolumns, as well as the state-of-the-art on both datasets. On IMDb, we reduce the error dramatically by 43.9% and 22% with regard to CoVe and the state-of-the-art respectively. This is promising as the existing state-of-the-art requires complex architectures (Peters et al., 2018), multiple forms of attention (McCann et al., 2017) and sophisticated embedding schemes (Johnson and Zhang, 2016), while our method employs a regular LSTM with dropout. We note that the language model fine-tuning approach of Dai and Le (2015) only achieves an error of 7.64 vs. 4.6 for our method on IMDb, demonstrating the benefit of transferring knowledge from a large ImageNet-like corpus using our fine-tuning techniques. IMDb in particular is reflective of real world datasets: Its documents are generally a few paragraphs long—similar to emails (e.g for legal discovery) and online comments (e.g for community management); and sentiment analysis is similar to many commercial applications, e.g. product response tracking and support email routing."
Does the proposed approach in the paper require a labelled dataset?,No,"ULMFiT first pretrains a language model on a large general-domain corpus, and does not require any additional in-domain documents or labels for this. Then, the method will fine-tune the model on a target task using novel techniques. In fine-tuning, labelled examples and, if available, other task data are used.","One of the main benefits of transfer learning is being able to train a model for a task with a small number of labels. We evaluate ULMFiT on different numbers of labeled examples in two settings: only labeled examples are used for LM fine-tuning (‘supervised’); and all task data is available and can be used to fine-tune the LM (‘semi-supervised’). We compare ULMFiT to training from scratch—which is necessary for hypercolumn-based approaches. We split off balanced fractions of the training data, keep the validation set fixed, and use the same hyperparameters as before. We show the results in Figure 3. We propose Universal Language Model Finetuning (ULMFiT), which pretrains a language model (LM) on a large general-domain corpus and fine-tunes it on the target task using novel techniques. The method is universal in the sense that it meets these practical criteria: 1) It works across tasks varying in document size, number, and label type; 2) it uses a single architecture and training process; 3) it requires no custom feature engineering or preprocessing; and 4) it does not require additional in-domain documents or labels."
How well do the proposed model in this paper and the model in Dai and Lee (2015) generalize to documents of varying lengths?,The proposed model in this paper generalizes better to documents of varying lengths compared to the model in Dai and Lee (2015),"This work’s method was evaluated in six widely-studied datasets which varied in document length and experimental results demonstrated that the method outperformed existing approaches in all of these datasets. This indicates that this work’s method generalizes to documents of varying lengths. Also compared to Dai and Le, this method achieved a lower error rate on IMDb showing that it also generalizes better to document lengths reflective of the real world.","We propose Universal Language Model Fine-tuning (ULMFiT), which pretrains a language model (LM) on a large general-domain corpus and fine-tunes it on the target task using novel techniques. The method is universal in the sense that it meets these practical criteria: 1) It works across tasks varying in document size, number, and label type; 2) it uses a single architecture and training process; 3) it requires no custom feature engineering or preprocessing; and 4) it does not require additional in-domain documents or labels. We evaluate our method on six widely-studied datasets, with varying numbers of documents and varying document length, used by state-of-the-art text classification and transfer learning approaches Johnson and Zhang (2017); McCann et al. (2017) as instances of three common text classification tasks: sentiment analysis, question classification, and topic classification. We show the statistics for each dataset and task in Table 1. For consistency, we report all results as error rates (lower is better). We show the test error rates on the IMDb and TREC-6 datasets used by McCann et al. (2017) in Table 2. Our method outperforms both CoVe, a state-of-the-art transfer learning method based on hypercolumns, as well as the state-of-the-art on both datasets. On IMDb, we reduce the error dramatically by 43.9% and 22% with regard to CoVe and the state-of-the-art respectively. This is promising as the existing state-of-the-art requires complex architectures Peters et al. (2018), multiple forms of attention McCann et al. (2017) and sophisticated embedding schemes Johnson and Zhang (2016), while our method employs a regular LSTM with dropout. We note that the language model fine-tuning approach of Dai and Le (2015) only achieves an error of 7.64 vs. 4.6 for our method on IMDb, demonstrating the benefit of transferring knowledge from a large ImageNet-like corpus using our fine-tuning techniques. IMDb in particular is reflective of real-world datasets: Its documents are generally a few paragraphs long—similar to emails (e.g for legal discovery) and online comments (e.g for community management); and sentiment analysis is similar to many commercial applications, e.g. product response tracking and support email routing. We propose a new method, Universal Language Model Fine-tuning (ULMFiT) that addresses these issues and enables robust inductive transfer learning for any NLP task, akin to fine-tuning ImageNet models: The same 3-layer LSTM architecture—with the same hyperparameters and no additions other than tuned dropout hyperparameters—outperforms highly engineered models and transfer learning approaches on six widely studied text classification tasks. On IMDb, with 100 labeled examples, ULMFiT matches the performance of training from scratch with 10×10\times10 × and—given 50k unlabeled examples—with 100×100\times100 × more data."
Are batch normalisation and dropout used for the same reasons?,"No.

Batch normalization and dropout are used for different reasons. Batch normalization is used to reduce the internal covariate shift and improve the stability of the training process, while dropout is used to prevent overfitting and improve the generalization of the model",This work follows standard practices for CV classifiers by using batch normalization and dropout in each block. Dropout is used to reduce the risk of overfitting which can decrease performance. The reason for using batch normalization cannot be answered in this paper.,"Finally, for fine-tuning the classifier, we augment the pretrained language model with two additional linear blocks.Following standard practice for CV classifiers, each block uses batch normalization Ioffe and Szegedy (2015) and dropout, with ReLU activations for the intermediate layer and a softmax activation that outputs a probability distribution over target classes at the last layer. Note that the parameters in these task-specific classifier layers are the only ones that are learned from scratch. The first linear layer takes as the input the pooled last hidden layer states. In order to gauge the importance of choosing an appropriate LM, we compare a vanilla LM with the same hyperparameters without any dropout999To avoid overfitting, we only train the vanilla LM classifier for 5 epochs and keep dropout of 0.4 in the classifier. with the AWD-LSTM LM with tuned dropout parameters in Table 5. Using our fine-tuning techniques, even a regular LM reaches surprisingly good performance on the larger datasets. On the smaller TREC-6, a vanilla LM without dropout runs the risk of overfitting, which decreases performance."
What is the average number of words in a Wikipedia article from the Wikitext-103 dataset? ,103 million words,"The Wikitext-103 dataset consists of 28,595 preprocessed Wikipedia articles and 103 million words. Therefore, the approximate average number of words per article in this dataset is 3,602.","An ImageNet-like corpus for language should be large and capture general properties of language. We pretrain the language model on Wikitext-103 Merity et al. (2017b) consisting of 28,595 preprocessed Wikipedia articles and 103 million words. Pretraining is most beneficial for tasks with small datasets and enables generalization even with 100 labeled examples. We leave the exploration of more diverse pretraining corpora to future work, but expect that they would boost performance. While this stage is the most expensive, it only needs to be performed once and improves performance and convergence of downstream models."
"Out of all the classification datasets used in the experiments of this paper, what is the ratio of number of samples in the largest to the smallest dataset?",10:1,The statistics for each dataset and task are found in Table  1. The ratio of the number of samples in the largest to smallest dataset could be calculated from these statistics.,"We evaluate our method on six widely-studied datasets, with varying numbers of documents and varying document length, used by state-of-the-art text classification and transfer learning approaches Johnson and Zhang (2017); McCann et al. (2017) as instances of three common text classification tasks: sentiment analysis, question classification, and topic classification. We show the statistics for each dataset and task in Table 1."
Why does the proposed model need advanced preprocessing and feature generation to function well?,The proposed model does not need advanced preprocessing and feature generation to function well,"The proposed model is universal meaning that it does not require custom feature engineering or preprocessing. For example, the pre-processing is taken from earlier work and only adds special tokens to capture relevant aspects for classification.","We use the same pre-processing as in earlier work Johnson and Zhang (2017); McCann et al. (2017). In addition, to allow the language model to capture aspects that might be relevant for classification, we add special tokens for upper-case words, elongation, and repetition. We propose Universal Language Model Finetuning (ULMFiT), which pretrains a language model (LM) on a large general-domain corpus and fine-tunes it on the target task using novel techniques. The method is universal in the sense that it meets these practical criteria: 1) It works across tasks varying in document size, number, and label type; 2) it uses a single architecture and training process; 3) it requires no custom feature engineering or preprocessing; and 4) it does not require additional in-domain documents or labels"
Do the authors perform hyperparameter tuning for each dataset independently?,"No, the authors do not perform hyperparameter tuning for each dataset independently. They use the same set of hyperparameters across all tasks, which are tuned on the IMDb validation set","The authors did not perform hyperparameter tuning for each dataset. They used the same set of hyperparameters across tasks, and they tuned the parameters on the IMDb validation set.","We are interested in a model that performs robustly across a diverse set of tasks. To this end, if not mentioned otherwise, we use the same set of hyperparameters across tasks, which we tune on the IMDb validation set. We use the AWD-LSTM language model (Merity et al., 2017a) with an embedding size of 400, 3 layers, 1150 hidden activations per layer, and a BPTT batch size of 70. We apply dropout of 0.4 to layers, 0.3 to RNN layers, 0.4 to input embedding layers, 0.05 to embedding layers, and weight dropout of 0.5 to the RNN hidden-to-hidden matrix. The classifier has a hidden layer of size 50. We use Adam with β1 = 0.7 instead of the default β1 = 0.9 and β2 = 0.99, similar to (Dozat and Manning, 2017). We use a batch size of 64, a base learning rate of 0.004 and 0.01 for finetuning the LM and the classifier respectively, and tune the number of epochs on the validation set of each task7 . We otherwise use the same practices"
By how much does the proposed approach outperform CoVE?,The proposed approach outperforms CoVE by 43.9% on IMDb and 22% on TREC-6,"On IMDb, the proposed approach reduced the error by 43.9% when compared to CoVe but, on TREC-6, the approach did not improve performance significantly. The results are shown in Table 2.","For consistency, we report all results as error rates (lower is better). We show the test error rates on the IMDb and TREC-6 datasets used by McCann et al. (2017) in Table 2. Our method outperforms both CoVe, a state-of-the-art transfer learning method based on hypercolumns, as well as the state-of-the-art on both datasets. On IMDb, we reduce the error dramatically by 43.9% and 22% with regard to CoVe and the state-of-the-art respectively. This is promising as the existing state-of-the-art requires complex architectures Peters et al. (2018), multiple forms of attention McCann et al. (2017) and sophisticated embedding schemes Johnson and Zhang (2016), while our method employs a regular LSTM with dropout. We note that the language model fine-tuning approach of Dai and Le (2015) only achieves an error of 7.64 vs. 4.6 for our method on IMDb, demonstrating the benefit of transferring knowledge from a large ImageNet-like corpus using our fine-tuning techniques. IMDb in particular is reflective of real-world datasets: Its documents are generally a few paragraphs long—similar to emails (e.g for legal discovery) and online comments (e.g for community management); and sentiment analysis is similar to many commercial applications, e.g. product response tracking and support email routing. On TREC-6, our improvement—similar as the improvements of state-of-the-art approaches—is not statistically significant, due to the small size of the 500-examples test set.Nevertheless, the competitive performance on TREC-6 demonstrates that our model performs well across different dataset sizes and can deal with examples that range from single sentences—in the case of TREC-6—to several paragraphs for IMDb. Note that despite pretraining on more than two orders of magnitude less data than the 7 million sentence pairs used by McCann et al. (2017), we consistently outperform their approach on both datasets."
What does early stopping while training mean?,"Sure! Here's my answer:

Early stopping refers to the practice of stopping the training process before the maximum number of epochs has been reached, based on the validation performance of the model","In this work, all the other methods but ULMFiT were trained with early stopping. The meaning of early stopping cannot be answered from this paper.","In order to assess the impact of each contribution, we perform a series of analyses and ablations. We run experiments on three corpora, IMDb, TREC6, and AG that are representative of different tasks, genres, and sizes. For all experiments, we split off 10% of the training set and report error rates on this validation set with unidirectional LMs. We fine-tune the classifier for 50 epochs and train all methods but ULMFiT with early stopping."
Are there any differences between AWD-LSTM and LSTMs in general?,"Yes, there are differences between AWD-LSTM and LSTMs in general. AWD-LSTM has additional architectural components such as attention, short-cut connections, and dropout, which improve its performance compared to regular LSTMs","The language model AWD-LSTM is a regular LSTM with various tuned dropout hyperparameters, but with no attention, short-cut connections or other sophisticated additions. The particular difference between AWD-LSTM and LSTMs in general is not specified and cannot be answered from this paper.","In our experiments, we use the state-of-the-art language model AWD-LSTM Merity et al. (2017a), a regular LSTM (with no attention, short-cut connections, or other sophisticated additions) with various tuned dropout hyperparameters. Analogous to CV, we expect that downstream performance can be improved by using higher-performance language models in the future."
"If, for a certain model, it was theorized that the penultimate layer is the most important later for generating embeddings, how could discriminative fine-tuning be used to validate or refute that theory?","Discriminative fine-tuning could be used to validate or refute the theory by fine-tuning only the penultimate layer and measuring the model's performance on the target task. If the model's performance improves significantly, it would suggest that the penultimate layer is indeed important for generating embeddings","In this work, discriminative fine-tuning was used to fine-tune each layer with a different learning rate. Specifically, the learning rate was decreased going from the last layer to lower layers. The authors found that this improved performance across several datasets. This suggests that this result shows that the last layers are most important for classification as the technique assigned higher learning rates to them which also increased performance.","As different layers capture different types of information Yosinski et al. (2014), they should be fine-tuned to different extents.To this end, we propose a novel fine-tuning method, discriminative fine-tuning444An unrelated method of the same name exists for deep Boltzmann machines Salakhutdinov and Hinton (2009).. We compare no fine-tuning against fine-tuning the full model Erhan et al. (2010) (‘Full’), the most commonly used fine-tuning method, with and without discriminative fine-tuning (‘Discr’) and slanted triangular learning rates (‘Stlr’) in Table 6. Fine-tuning the LM is most beneficial for larger datasets. ‘Discr’ and ‘Stlr’ improve performance across all three datasets and are necessary on the smaller TREC-6, where regular fine-tuning is not beneficial. The SGD update with discriminative finetuning is then the following: θ l t = θ l t−1 − η l · ∇θ lJ(θ) (2) We empirically found it to work well to first choose the learning rate η L of the last layer by fine-tuning only the last layer and using η l−1 = η l/2.6 as the learning rate for lower layers."
"While the proposed approach uses Adam, would there be any systemic issues with using SGD or RMSProp with discriminative fine-tuning?","No, there would not be any systemic issues with using SGD or RMSProp with discriminative fine-tuning. The choice of optimizer is not critical to the success of discriminative fine-tuning, as long as the learning rate is properly adjusted for each layer",Discriminative fine-tuning tunes each layer with different learning rates. The systemic issues that will occur from using SGD or RMSProp with discriminative fine-tuning cannot be answered from this paper.,"Instead of using the same learning rate for all layers of the model, discriminative fine-tuning allows us to tune each layer with different learning rates. For context, the regular stochastic gradient descent (SGD) update of a model’s parameters \theta at time step t looks like the following Ruder (2016):\theta_{t}=\theta_{t-1}-\eta\cdot\nabla_{\theta}J(\theta)(1)where \eta is the learning rate and \nabla_{\theta}J(\theta) is the gradient with regard to the model’s objective function. For discriminative fine-tuning, we split the parameters \theta into \{\theta^{1},\ldots,\theta^{L}\} where \theta^{l} contains the parameters of the model at the l-th layer and L is the number of layers of the model. Similarly, we obtain \{\eta^{1},\ldots,\eta^{L}\} where \eta^{l} is the learning rate of the l-th layer. The SGD update with discriminative fine-tuning is then the following:\theta_{t}^{l}=\theta_{t-1}^{l}-\eta^{l}\cdot\nabla_{\theta^{l}}J(\theta)(2)We empirically found it to work well to first choose the learning rate \eta^{L} of the last layer by fine-tuning only the last layer and using \eta^{l-1}=\eta^{l}/2.6 as the learning rate for lower layers."
"The paper mentions how training two models, one forward model and one backward model (to achieve bidirectionality) results in a performance gain. Is the performance gain proportional to the 2x increase in training cost?","Sure! Here's my answer:

No. The performance gain is not proportional to the 2x increase in training cost","Training a second model to ensemble a bidirectional model brings a performance boost of around 0.5 to 0.7 and, on IMDb, it lowers test error from 5.30 to 4.58. The increase in performance (or decrease of test error) is of around 15% which is not proportional to the 2x increase in training cost.","At the cost of training a second model, ensembling the predictions of a forward and backwards LM-classifier brings a performance boost of around 0.5–0.7. On IMDb we lower the test error from 5.30 of a single model to 4.58 for the bidirectional model."
"What theoretical backing, if any, exists to support the authors' numerical arguments around how their techniques minimze catastrophic forgetting?","The theoretical backing for the authors' numerical arguments around minimizing catastrophic forgetting is the concept of ""rehearsal"" in the context of learning and memory. The learning rate schedule and the regularization techniques used in ULMFiT help to actively retain and rehearse previously learned knowledge, preventing it from being overwritten or forgotten. This is supported by research in cognitive psychology and neuroscience that shows that actively retrieving and rehearsing information helps to strengthen and stabilize memory","Fine-tuning the full model leads to low error early in training, but then error increases as the model overfits and loses knowledge captured through pretraining. The authors refer to this as catastrophic forgetting. In contrast, ULMFiT is more stable as performance remains similar or improves even until later epochs. Thus, the authors argue that ULMFiT’s stable performance until later epochs is evidence that catastrophic forgetting is minimized.","On all datasets, fine-tuning the full model leads to the lowest error comparatively early in training, e.g. already after the first epoch on IMDb. The error then increases as the model starts to overfit and knowledge captured through pretraining is lost. In contrast, ULMFiT is more stable and suffers from no such catastrophic forgetting; performance remains similar or improves until late epochs, which shows the positive effect of the learning rate schedule"
